,ds,y,consumer_price_index,GDP_US,inflation,covid_US,covid_EU
2024,2017-10-06,1.1712344884872437,246.551,19617.288,1.84,0.0,0.0
2025,2017-10-09,1.1742464303970337,246.551,19617.288,1.84,0.0,0.0
2026,2017-10-10,1.1741636991500854,246.551,19617.288,1.84,0.0,0.0
2027,2017-10-11,1.1814883947372437,246.551,19617.288,1.87,0.0,0.0
2028,2017-10-12,1.1865493059158325,246.551,19617.288,1.87,0.0,0.0
2029,2017-10-13,1.1831799745559692,246.551,19617.288,1.84,0.0,0.0
2030,2017-10-16,1.181404709815979,246.657,19937.963,1.83,0.0,0.0
2031,2017-10-17,1.1794538497924805,246.657,19937.963,1.84,0.0,0.0
2032,2017-10-18,1.1771907806396484,246.657,19937.963,1.85,0.0,0.0
2033,2017-10-19,1.1795234680175781,246.657,19937.963,1.86,0.0,0.0
2034,2017-10-20,1.184805989265442,246.657,19937.963,1.87,0.0,0.0
2035,2017-10-23,1.175364375114441,246.657,19937.963,1.87,0.0,0.0
2036,2017-10-24,1.1759172677993774,246.657,19937.963,1.88,0.0,0.0
2037,2017-10-25,1.1759034395217896,246.657,19937.963,1.89,0.0,0.0
2038,2017-10-26,1.182075023651123,246.657,19937.963,1.89,0.0,0.0
2039,2017-10-27,1.163724422454834,246.657,19937.963,1.85,0.0,0.0
2040,2017-10-30,1.1604562997817993,246.657,19937.963,1.84,0.0,0.0
2041,2017-10-31,1.1652703285217285,246.657,19937.963,1.82,0.0,0.0
2042,2017-11-01,1.165175199508667,246.657,19937.963,1.84,0.0,0.0
2043,2017-11-02,1.1628718376159668,246.657,19937.963,1.84,0.0,0.0
2044,2017-11-03,1.1661807298660278,246.657,19937.963,1.87,0.0,0.0
2045,2017-11-06,1.1614941358566284,246.657,19937.963,1.86,0.0,0.0
2046,2017-11-07,1.1612648963928223,246.657,19937.963,1.87,0.0,0.0
2047,2017-11-08,1.1601063013076782,246.657,19937.963,1.88,0.0,0.0
2048,2017-11-09,1.15968918800354,246.657,19937.963,1.89,0.0,0.0
2049,2017-11-10,1.164686679840088,246.657,19937.963,1.88,0.0,0.0
2050,2017-11-13,1.1661127805709839,246.657,19937.963,1.87,0.0,0.0
2051,2017-11-14,1.1664936542510986,246.657,19937.963,1.88,0.0,0.0
2052,2017-11-15,1.1792869567871094,247.378,19937.963,1.88,0.0,0.0
2053,2017-11-17,1.1777453422546387,247.378,19937.963,1.86,0.0,0.0
2054,2017-11-20,1.1731857061386108,247.378,19937.963,1.86,0.0,0.0
2055,2017-11-21,1.1741223335266113,247.378,19937.963,1.88,0.0,0.0
2056,2017-11-22,1.173722743988037,247.378,19937.963,1.87,0.0,0.0
2057,2017-11-23,1.1814744472503662,247.378,19937.963,1.87,0.0,0.0
2058,2017-11-24,1.1853959560394287,247.378,19937.963,1.88,0.0,0.0
2059,2017-11-27,1.1926485300064087,247.378,19937.963,1.88,0.0,0.0
2060,2017-11-28,1.1904903650283813,247.378,19937.963,1.87,0.0,0.0
2061,2017-11-29,1.184805989265442,247.378,19937.963,1.85,0.0,0.0
2062,2017-11-30,1.18519926071167,247.378,19937.963,1.84,0.0,0.0
2063,2017-12-01,1.1898245811462402,247.378,19937.963,1.86,0.0,0.0
2064,2017-12-04,1.1859863996505737,247.378,19937.963,1.85,0.0,0.0
2065,2017-12-05,1.1867746114730835,247.378,19937.963,1.84,0.0,0.0
2066,2017-12-06,1.1832919120788574,247.378,19937.963,1.84,0.0,0.0
2067,2017-12-07,1.1804285049438477,247.378,19937.963,1.84,0.0,0.0
2068,2017-12-08,1.1772184371948242,247.378,19937.963,1.84,0.0,0.0
2069,2017-12-11,1.1769968271255493,247.378,19937.963,1.83,0.0,0.0
2070,2017-12-12,1.1777591705322266,247.378,19937.963,1.84,0.0,0.0
2071,2017-12-13,1.1742602586746216,247.378,19937.963,1.84,0.0,0.0
2072,2017-12-14,1.1835860013961792,247.378,19937.963,1.86,0.0,0.0
2073,2017-12-15,1.1774957180023193,247.736,19937.963,1.86,0.0,0.0
2074,2017-12-18,1.1743566989898682,247.736,19937.963,1.87,0.0,0.0
2075,2017-12-19,1.1784253120422363,247.736,19937.963,1.86,0.0,0.0
2076,2017-12-20,1.1841325759887695,247.736,19937.963,1.86,0.0,0.0
2077,2017-12-21,1.1878176927566528,247.736,19937.963,1.87,0.0,0.0
2078,2017-12-22,1.1857331991195679,247.736,19937.963,1.88,0.0,0.0
2079,2017-12-25,1.1856067180633545,247.736,19937.963,1.88,0.0,0.0
2080,2017-12-26,1.187253713607788,247.736,19937.963,1.89,0.0,0.0
2081,2017-12-27,1.1857894659042358,247.736,19937.963,1.88,0.0,0.0
2082,2017-12-28,1.1900794506072998,247.736,19937.963,1.87,0.0,0.0
2083,2017-12-29,1.1941723823547363,247.736,19937.963,1.88,0.0,0.0
2084,2018-01-01,1.200494647026062,247.736,19937.963,1.89,0.0,0.0
2085,2018-01-02,1.2011579275131226,247.736,19937.963,1.91,0.0,0.0
2086,2018-01-03,1.2063454389572144,247.736,19937.963,1.92,0.0,0.0
2087,2018-01-04,1.2010425329208374,247.736,19937.963,1.93,0.0,0.0
2088,2018-01-05,1.2068840265274048,247.736,19937.963,1.94,0.0,0.0
2089,2018-01-08,1.2037460803985596,247.736,19937.963,1.94,0.0,0.0
2090,2018-01-09,1.1970456838607788,247.736,19937.963,1.94,0.0,0.0
2091,2018-01-10,1.1929330825805664,247.736,19937.963,1.94,0.0,0.0
2092,2018-01-11,1.1956144571304321,247.736,19937.963,1.96,0.0,0.0
2093,2018-01-12,1.2042099237442017,247.736,19937.963,1.96,0.0,0.0
2094,2018-01-15,1.2192296981811523,248.721,20242.215,1.96,0.0,0.0
2095,2018-01-16,1.2268433570861816,248.721,20242.215,2.0,0.0,0.0
2096,2018-01-17,1.227129340171814,248.721,20242.215,1.98,0.0,0.0
2097,2018-01-18,1.218397855758667,248.721,20242.215,2.01,0.0,0.0
2098,2018-01-19,1.2236607074737549,248.721,20242.215,2.01,0.0,0.0
2099,2018-01-22,1.2255502939224243,248.721,20242.215,2.02,0.0,0.0
2100,2018-01-23,1.2256253957748413,248.721,20242.215,2.03,0.0,0.0
2101,2018-01-24,1.2310267686843872,248.721,20242.215,2.03,0.0,0.0
2102,2018-01-25,1.239111304283142,248.721,20242.215,2.0,0.0,0.0
2103,2018-01-26,1.239234209060669,248.721,20242.215,2.01,0.0,0.0
2104,2018-01-29,1.2428072690963745,248.721,20242.215,2.01,0.0,0.0
2105,2018-01-30,1.2381141185760498,248.721,20242.215,2.03,0.0,0.0
2106,2018-01-31,1.2409565448760986,248.721,20242.215,2.04,0.0,0.0
2107,2018-02-01,1.241865873336792,248.721,20242.215,2.05,0.0,0.0
2108,2018-02-02,1.2510008811950684,248.721,20242.215,2.06,0.0,0.0
2109,2018-02-05,1.244694471359253,248.721,20242.215,2.06,0.0,0.0
2110,2018-02-06,1.2367818355560303,248.721,20242.215,2.06,0.0,0.0
2111,2018-02-07,1.2381294965744019,248.721,20242.215,2.07,0.0,0.0
2112,2018-02-08,1.2268133163452148,248.721,20242.215,2.07,0.0,0.0
2113,2018-02-09,1.2260762453079224,248.721,20242.215,2.09,0.0,0.0
2114,2018-02-12,1.2252799272537231,248.721,20242.215,2.09,0.0,0.0
2115,2018-02-13,1.2303755283355713,248.721,20242.215,2.1,0.0,0.0
2116,2018-02-14,1.235376238822937,248.721,20242.215,2.11,0.0,0.0
2117,2018-02-15,1.2467273473739624,249.3,20242.215,2.11,0.0,0.0
2118,2018-02-16,1.2503595352172852,249.3,20242.215,2.14,0.0,0.0
2119,2018-02-19,1.241187572479248,249.3,20242.215,2.1,0.0,0.0
2120,2018-02-20,1.2398641109466553,249.3,20242.215,2.1,0.0,0.0
2121,2018-02-21,1.233532428741455,249.3,20242.215,2.1,0.0,0.0
2122,2018-02-22,1.2281843423843384,249.3,20242.215,2.09,0.0,0.0
2123,2018-02-23,1.2326656579971313,249.3,20242.215,2.05,0.0,0.0
2124,2018-02-26,1.228712558746338,249.3,20242.215,2.07,0.0,0.0
2125,2018-02-27,1.2315573692321777,249.3,20242.215,2.05,0.0,0.0
2126,2018-02-28,1.2230321168899536,249.3,20242.215,2.09,0.0,0.0
2127,2018-03-01,1.2191256284713745,249.3,20242.215,2.11,0.0,0.0
2128,2018-03-02,1.2270842790603638,249.3,20242.215,2.09,0.0,0.0
2129,2018-03-05,1.2315422296524048,249.3,20242.215,2.09,0.0,0.0
2130,2018-03-06,1.2336541414260864,249.3,20242.215,2.1,0.0,0.0
2131,2018-03-07,1.2416653633117676,249.3,20242.215,2.12,0.0,0.0
2132,2018-03-08,1.2414649724960327,249.3,20242.215,2.11,0.0,0.0
2133,2018-03-09,1.2306632995605469,249.3,20242.215,2.12,0.0,0.0
2134,2018-03-12,1.2308752536773682,249.3,20242.215,2.13,0.0,0.0
2135,2018-03-13,1.2339584827423096,249.3,20242.215,2.13,0.0,0.0
2136,2018-03-14,1.239234209060669,249.3,20242.215,2.12,0.0,0.0
2137,2018-03-15,1.2375624179840088,249.517,20242.215,2.1,0.0,0.0
2138,2018-03-16,1.2309207916259766,249.517,20242.215,2.12,0.0,0.0
2139,2018-03-19,1.228078842163086,249.517,20242.215,2.13,0.0,0.0
2140,2018-03-20,1.2336845397949219,249.517,20242.215,2.12,0.0,0.0
2141,2018-03-21,1.2251899242401123,249.517,20242.215,2.13,0.0,0.0
2142,2018-03-22,1.2347661256790161,249.517,20242.215,2.11,0.0,0.0
2143,2018-03-23,1.2324985265731812,249.517,20242.215,2.12,0.0,0.0
2144,2018-03-26,1.235437273979187,249.517,20242.215,2.1,0.0,0.0
2145,2018-03-27,1.2457488775253296,249.517,20242.215,2.09,0.0,0.0
2146,2018-03-28,1.240787148475647,249.517,20242.215,2.07,0.0,0.0
2147,2018-03-29,1.2310267686843872,249.517,20242.215,2.08,0.0,0.0
2148,2018-03-30,1.2302846908569336,249.517,20242.215,2.08,0.0,0.0
2149,2018-04-02,1.231420874595642,249.517,20242.215,2.08,0.0,0.0
2150,2018-04-03,1.229271411895752,249.517,20242.215,2.08,0.0,0.0
2151,2018-04-04,1.2278525829315186,249.517,20242.215,2.09,0.0,0.0
2152,2018-04-05,1.228682279586792,249.517,20242.215,2.08,0.0,0.0
2153,2018-04-06,1.2251598834991455,249.517,20242.215,2.07,0.0,0.0
2154,2018-04-09,1.227144479751587,249.517,20242.215,2.08,0.0,0.0
2155,2018-04-10,1.2322403192520142,249.517,20242.215,2.07,0.0,0.0
2156,2018-04-11,1.2363078594207764,249.517,20242.215,2.05,0.0,0.0
2157,2018-04-12,1.2371643781661987,249.517,20242.215,2.05,0.0,0.0
2158,2018-04-13,1.2329696416854858,249.517,20242.215,2.05,0.0,0.0
2159,2018-04-16,1.233258605003357,250.275,20552.653,2.05,0.0,0.0
2160,2018-04-17,1.2385127544403076,250.275,20552.653,2.08,0.0,0.0
2161,2018-04-18,1.237317442893982,250.275,20552.653,2.08,0.0,0.0
2162,2018-04-19,1.237914800643921,250.275,20552.653,2.08,0.0,0.0
2163,2018-04-20,1.2345526218414307,250.275,20552.653,2.07,0.0,0.0
2164,2018-04-23,1.2273402214050293,250.275,20552.653,2.07,0.0,0.0
2165,2018-04-24,1.22089684009552,250.275,20552.653,2.08,0.0,0.0
2166,2018-04-25,1.2241400480270386,250.275,20552.653,2.11,0.0,0.0
2167,2018-04-26,1.2171669006347656,250.275,20552.653,2.13,0.0,0.0
2168,2018-04-27,1.2109616994857788,250.275,20552.653,2.13,0.0,0.0
2169,2018-04-30,1.2122827768325806,250.275,20552.653,2.12,0.0,0.0
2170,2018-05-01,1.2081234455108643,250.275,20552.653,2.14,0.0,0.0
2171,2018-05-02,1.1991558074951172,250.275,20552.653,2.16,0.0,0.0
2172,2018-05-03,1.19510018825531,250.275,20552.653,2.17,0.0,0.0
2173,2018-05-04,1.1989257335662842,250.275,20552.653,2.17,0.0,0.0
2174,2018-05-07,1.195500135421753,250.275,20552.653,2.18,0.0,0.0
2175,2018-05-08,1.1933743953704834,250.275,20552.653,2.17,0.0,0.0
2176,2018-05-09,1.1867886781692505,250.275,20552.653,2.17,0.0,0.0
2177,2018-05-10,1.184721827507019,250.275,20552.653,2.18,0.0,0.0
2178,2018-05-11,1.1917530298233032,250.275,20552.653,2.17,0.0,0.0
2179,2018-05-14,1.1952143907546997,250.275,20552.653,2.17,0.0,0.0
2180,2018-05-15,1.1931180953979492,250.786,20552.653,2.16,0.0,0.0
2181,2018-05-16,1.1820889711380005,250.786,20552.653,2.17,0.0,0.0
2182,2018-05-17,1.1816978454589844,250.786,20552.653,2.16,0.0,0.0
2183,2018-05-18,1.1795234680175781,250.786,20552.653,2.16,0.0,0.0
2184,2018-05-21,1.1766643524169922,250.786,20552.653,2.17,0.0,0.0
2185,2018-05-22,1.1792453527450562,250.786,20552.653,2.16,0.0,0.0
2186,2018-05-23,1.1788560152053833,250.786,20552.653,2.18,0.0,0.0
2187,2018-05-24,1.1710150241851807,250.786,20552.653,2.17,0.0,0.0
2188,2018-05-25,1.1722642183303833,250.786,20552.653,2.15,0.0,0.0
2189,2018-05-28,1.1688934564590454,250.786,20552.653,2.15,0.0,0.0
2190,2018-05-29,1.162696123123169,250.786,20552.653,2.18,0.0,0.0
2191,2018-05-30,1.1539349555969238,250.786,20552.653,2.17,0.0,0.0
2192,2018-05-31,1.1667250394821167,250.786,20552.653,2.16,0.0,0.0
2193,2018-06-01,1.1693171262741089,250.786,20552.653,2.15,0.0,0.0
2194,2018-06-04,1.1668611764907837,250.786,20552.653,2.16,0.0,0.0
2195,2018-06-05,1.1700559854507446,250.786,20552.653,2.15,0.0,0.0
2196,2018-06-06,1.1726216077804565,250.786,20552.653,2.14,0.0,0.0
2197,2018-06-07,1.178550362586975,250.786,20552.653,2.12,0.0,0.0
2198,2018-06-08,1.1795234680175781,250.786,20552.653,2.09,0.0,0.0
2199,2018-06-11,1.1783976554870605,250.786,20552.653,2.09,0.0,0.0
2200,2018-06-12,1.177412509918213,250.786,20552.653,2.04,0.0,0.0
2201,2018-06-13,1.17482590675354,250.786,20552.653,2.06,0.0,0.0
2202,2018-06-14,1.1807769536972046,250.786,20552.653,2.07,0.0,0.0
2203,2018-06-15,1.1566576957702637,251.152,20552.653,2.09,0.0,0.0
2204,2018-06-18,1.159595012664795,251.152,20552.653,2.12,0.0,0.0
2205,2018-06-19,1.1630746126174927,251.152,20552.653,2.13,0.0,0.0
2206,2018-06-20,1.1588560342788696,251.152,20552.653,2.14,0.0,0.0
2207,2018-06-21,1.1579033136367798,251.152,20552.653,2.13,0.0,0.0
2208,2018-06-22,1.1605775356292725,251.152,20552.653,2.11,0.0,0.0
2209,2018-06-25,1.1661399602890015,251.152,20552.653,2.13,0.0,0.0
2210,2018-06-26,1.1702749729156494,251.152,20552.653,2.13,0.0,0.0
2211,2018-06-27,1.1650259494781494,251.152,20552.653,2.12,0.0,0.0
2212,2018-06-28,1.1563634872436523,251.152,20552.653,2.12,0.0,0.0
2213,2018-06-29,1.1562966108322144,251.152,20552.653,2.12,0.0,0.0
2214,2018-07-02,1.1678558588027954,251.152,20552.653,2.12,0.0,0.0
2215,2018-07-03,1.1642121076583862,251.152,20552.653,2.12,0.0,0.0
2216,2018-07-04,1.1659224033355713,251.152,20552.653,2.12,0.0,0.0
2217,2018-07-05,1.166235089302063,251.152,20552.653,2.11,0.0,0.0
2218,2018-07-06,1.1695905923843384,251.152,20552.653,2.12,0.0,0.0
2219,2018-07-09,1.1752262115478516,251.152,20552.653,2.1,0.0,0.0
2220,2018-07-10,1.1756960153579712,251.152,20552.653,2.12,0.0,0.0
2221,2018-07-11,1.1727042198181152,251.152,20552.653,2.11,0.0,0.0
2222,2018-07-12,1.1676785945892334,251.152,20552.653,2.1,0.0,0.0
2223,2018-07-13,1.1665889024734497,251.152,20552.653,2.11,0.0,0.0
2224,2018-07-16,1.1679104566574097,251.345,20742.723,2.14,0.0,0.0
2225,2018-07-17,1.170946478843689,251.345,20742.723,2.12,0.0,0.0
2226,2018-07-18,1.1653246879577637,251.345,20742.723,2.12,0.0,0.0
2227,2018-07-19,1.164564609527588,251.345,20742.723,2.13,0.0,0.0
2228,2018-07-20,1.1655147075653076,251.345,20742.723,2.12,0.0,0.0
2229,2018-07-23,1.1741912364959717,251.345,20742.723,2.13,0.0,0.0
2230,2018-07-24,1.1694128513336182,251.345,20742.723,2.13,0.0,0.0
2231,2018-07-25,1.1685519218444824,251.345,20742.723,2.11,0.0,0.0
2232,2018-07-26,1.1737502813339233,251.345,20742.723,2.1,0.0,0.0
2233,2018-07-27,1.1642934083938599,251.345,20742.723,2.11,0.0,0.0
2234,2018-07-30,1.16604483127594,251.345,20742.723,2.1,0.0,0.0
2235,2018-07-31,1.1707408428192139,251.345,20742.723,2.09,0.0,0.0
2236,2018-08-01,1.168961763381958,251.345,20742.723,2.09,0.0,0.0
2237,2018-08-02,1.1665889024734497,251.345,20742.723,2.09,0.0,0.0
2238,2018-08-03,1.1586008071899414,251.345,20742.723,2.11,0.0,0.0
2239,2018-08-06,1.1562297344207764,251.345,20742.723,2.11,0.0,0.0
2240,2018-08-07,1.1558021306991577,251.345,20742.723,2.11,0.0,0.0
2241,2018-08-08,1.1602946519851685,251.345,20742.723,2.13,0.0,0.0
2242,2018-08-09,1.1610760688781738,251.345,20742.723,2.11,0.0,0.0
2243,2018-08-10,1.1523923873901367,251.345,20742.723,2.12,0.0,0.0
2244,2018-08-13,1.1394712924957275,251.345,20742.723,2.13,0.0,0.0
2245,2018-08-14,1.1402509212493896,251.345,20742.723,2.12,0.0,0.0
2246,2018-08-15,1.1345715522766113,251.735,20742.723,2.13,0.0,0.0
2247,2018-08-16,1.134429931640625,251.735,20742.723,2.12,0.0,0.0
2248,2018-08-17,1.1371389627456665,251.735,20742.723,2.12,0.0,0.0
2249,2018-08-20,1.1437721252441406,251.735,20742.723,2.11,0.0,0.0
2250,2018-08-21,1.149134635925293,251.735,20742.723,2.13,0.0,0.0
2251,2018-08-22,1.1576753854751587,251.735,20742.723,2.11,0.0,0.0
2252,2018-08-23,1.1584800481796265,251.735,20742.723,2.11,0.0,0.0
2253,2018-08-24,1.154334545135498,251.735,20742.723,2.09,0.0,0.0
2254,2018-08-27,1.164890170097351,251.735,20742.723,2.1,0.0,0.0
2255,2018-08-28,1.1683608293533325,251.735,20742.723,2.09,0.0,0.0
2256,2018-08-29,1.1691256761550903,251.735,20742.723,2.08,0.0,0.0
2257,2018-08-30,1.1709738969802856,251.735,20742.723,2.08,0.0,0.0
2258,2018-08-31,1.1664663553237915,251.735,20742.723,2.08,0.0,0.0
2259,2018-09-03,1.1601063013076782,251.735,20742.723,2.07,0.0,0.0
2260,2018-09-04,1.161548137664795,251.735,20742.723,2.08,0.0,0.0
2261,2018-09-05,1.1586545705795288,251.735,20742.723,2.08,0.0,0.0
2262,2018-09-06,1.1635212898254395,251.735,20742.723,2.09,0.0,0.0
2263,2018-09-07,1.1620069742202759,251.735,20742.723,2.09,0.0,0.0
2264,2018-09-10,1.1561094522476196,251.735,20742.723,2.11,0.0,0.0
2265,2018-09-11,1.159595012664795,251.735,20742.723,2.11,0.0,0.0
2266,2018-09-12,1.1596084833145142,251.735,20742.723,2.12,0.0,0.0
2267,2018-09-13,1.1629259586334229,251.735,20742.723,2.1,0.0,0.0
2268,2018-09-14,1.1691803932189941,251.735,20742.723,2.08,0.0,0.0
2269,2018-09-17,1.1628988981246948,252.183,20742.723,2.08,0.0,0.0
2270,2018-09-18,1.1669156551361084,252.183,20742.723,2.1,0.0,0.0
2271,2018-09-19,1.167992353439331,252.183,20742.723,2.09,0.0,0.0
2272,2018-09-20,1.167460560798645,252.183,20742.723,2.08,0.0,0.0
2273,2018-09-21,1.1775927543640137,252.183,20742.723,2.1,0.0,0.0
2274,2018-09-24,1.1751019954681396,252.183,20742.723,2.1,0.0,0.0
2275,2018-09-25,1.175295352935791,252.183,20742.723,2.12,0.0,0.0
2276,2018-09-26,1.1763184070587158,252.183,20742.723,2.12,0.0,0.0
2277,2018-09-27,1.1748534440994263,252.183,20742.723,2.1,0.0,0.0
2278,2018-09-28,1.1637378931045532,252.183,20742.723,2.1,0.0,0.0
2279,2018-10-01,1.1605371236801147,252.183,20742.723,2.1,0.0,0.0
2280,2018-10-02,1.157755732536316,252.183,20742.723,2.13,0.0,0.0
2281,2018-10-03,1.1551746129989624,252.183,20742.723,2.15,0.0,0.0
2282,2018-10-04,1.147631287574768,252.183,20742.723,2.15,0.0,0.0
2283,2018-10-05,1.1518083810806274,252.183,20742.723,2.15,0.0,0.0
2284,2018-10-08,1.1522595882415771,252.183,20742.723,2.16,0.0,0.0
2285,2018-10-09,1.1494120359420776,252.183,20742.723,2.16,0.0,0.0
2286,2018-10-10,1.1506949663162231,252.183,20742.723,2.14,0.0,0.0
2287,2018-10-11,1.1533360481262207,252.183,20742.723,2.15,0.0,0.0
2288,2018-10-12,1.1590440273284912,252.183,20742.723,2.14,0.0,0.0
2289,2018-10-15,1.1551345586776733,252.899,20909.853,2.14,0.0,0.0
2290,2018-10-16,1.1583458185195923,252.899,20909.853,2.12,0.0,0.0
2291,2018-10-17,1.1575279235839844,252.899,20909.853,2.16,0.0,0.0
2292,2018-10-18,1.1500862836837769,252.899,20909.853,2.16,0.0,0.0
2293,2018-10-19,1.1460003852844238,252.899,20909.853,2.16,0.0,0.0
2294,2018-10-22,1.1509466171264648,252.899,20909.853,2.16,0.0,0.0
2295,2018-10-23,1.1467890739440918,252.899,20909.853,2.17,0.0,0.0
2296,2018-10-24,1.147315263748169,252.899,20909.853,2.16,0.0,0.0
2297,2018-10-25,1.1399258375167847,252.899,20909.853,2.12,0.0,0.0
2298,2018-10-26,1.1377859115600586,252.899,20909.853,2.12,0.0,0.0
2299,2018-10-29,1.1398738622665405,252.899,20909.853,2.13,0.0,0.0
2300,2018-10-30,1.137617588043213,252.899,20909.853,2.13,0.0,0.0
2301,2018-10-31,1.1346358060836792,252.899,20909.853,2.13,0.0,0.0
2302,2018-11-01,1.1316697597503662,252.899,20909.853,2.1,0.0,0.0
2303,2018-11-02,1.1403288841247559,252.899,20909.853,2.11,0.0,0.0
2304,2018-11-05,1.1397570371627808,252.899,20909.853,2.11,0.0,0.0
2305,2018-11-06,1.141291856765747,252.899,20909.853,2.09,0.0,0.0
2306,2018-11-07,1.1438506841659546,252.899,20909.853,2.07,0.0,0.0
2307,2018-11-08,1.1434059143066406,252.899,20909.853,2.05,0.0,0.0
2308,2018-11-09,1.1368415355682373,252.899,20909.853,2.06,0.0,0.0
2309,2018-11-12,1.132502794265747,252.899,20909.853,2.06,0.0,0.0
2310,2018-11-13,1.1233429908752441,252.899,20909.853,2.05,0.0,0.0
2311,2018-11-14,1.1311193704605103,252.899,20909.853,2.05,0.0,0.0
2312,2018-11-15,1.131183385848999,252.822,20909.853,2.02,0.0,0.0
2313,2018-11-16,1.1324899196624756,252.822,20909.853,2.06,0.0,0.0
2314,2018-11-19,1.141396164894104,252.822,20909.853,2.06,0.0,0.0
2315,2018-11-20,1.1455016136169434,252.822,20909.853,2.07,0.0,0.0
2316,2018-11-21,1.1372424364089966,252.822,20909.853,2.07,0.0,0.0
2317,2018-11-22,1.1388354301452637,252.822,20909.853,2.07,0.0,0.0
2318,2018-11-23,1.1403158903121948,252.822,20909.853,2.04,0.0,0.0
2319,2018-11-26,1.1337354183197021,252.822,20909.853,2.04,0.0,0.0
2320,2018-11-27,1.1333370208740234,252.822,20909.853,2.02,0.0,0.0
2321,2018-11-28,1.1298797130584717,252.822,20909.853,2.0,0.0,0.0
2322,2018-11-29,1.1368545293807983,252.822,20909.853,2.0,0.0,0.0
2323,2018-11-30,1.1392766237258911,252.822,20909.853,2.02,0.0,0.0
2324,2018-12-03,1.1342240571975708,252.822,20909.853,1.99,0.0,0.0
2325,2018-12-04,1.135486125946045,252.822,20909.853,1.97,0.0,0.0
2326,2018-12-05,1.1342884302139282,252.822,20909.853,1.97,0.0,0.0
2327,2018-12-06,1.13490629196167,252.822,20909.853,1.97,0.0,0.0
2328,2018-12-07,1.1374752521514893,252.822,20909.853,1.96,0.0,0.0
2329,2018-12-10,1.1400948762893677,252.822,20909.853,1.96,0.0,0.0
2330,2018-12-11,1.1356538534164429,252.822,20909.853,1.91,0.0,0.0
2331,2018-12-12,1.1323105096817017,252.822,20909.853,1.94,0.0,0.0
2332,2018-12-13,1.1373459100723267,252.822,20909.853,1.98,0.0,0.0
2333,2018-12-14,1.1363636255264282,252.822,20909.853,1.97,0.0,0.0
2334,2018-12-17,1.1305949687957764,252.493,20909.853,1.96,0.0,0.0
2335,2018-12-18,1.1349835395812988,252.493,20909.853,1.94,0.0,0.0
2336,2018-12-19,1.1375399827957153,252.493,20909.853,1.94,0.0,0.0
2337,2018-12-20,1.1389521360397339,252.493,20909.853,1.9,0.0,0.0
2338,2018-12-21,1.1456853151321411,252.493,20909.853,1.89,0.0,0.0
2339,2018-12-24,1.1372811794281006,252.493,20909.853,1.86,0.0,0.0
2340,2018-12-25,1.140393853187561,252.493,20909.853,1.83,0.0,0.0
2341,2018-12-26,1.1415525674819946,252.493,20909.853,1.83,0.0,0.0
2342,2018-12-27,1.1361312866210938,252.493,20909.853,1.83,0.0,0.0
2343,2018-12-28,1.143105387687683,252.493,20909.853,1.82,0.0,0.0
2344,2018-12-31,1.1439945697784424,252.493,20909.853,1.81,0.0,0.0
2345,2019-01-01,1.1493064165115356,252.493,20909.853,1.81,0.0,0.0
2346,2019-01-02,1.14617121219635,252.493,20909.853,1.8,0.0,0.0
2347,2019-01-03,1.1318106651306152,252.493,20909.853,1.76,0.0,0.0
2348,2019-01-04,1.1391078233718872,252.493,20909.853,1.77,0.0,0.0
2349,2019-01-07,1.1410444974899292,252.493,20909.853,1.75,0.0,0.0
2350,2019-01-08,1.1479737758636475,252.493,20909.853,1.75,0.0,0.0
2351,2019-01-09,1.1456066370010376,252.493,20909.853,1.77,0.0,0.0
2352,2019-01-10,1.1554949283599854,252.493,20909.853,1.74,0.0,0.0
2353,2019-01-11,1.151012897491455,252.493,20909.853,1.73,0.0,0.0
2354,2019-01-14,1.146013617515564,252.493,20909.853,1.71,0.0,0.0
2355,2019-01-15,1.1472889184951782,252.441,21115.309,1.71,0.0,0.0
2356,2019-01-16,1.1416828632354736,252.441,21115.309,1.7,0.0,0.0
2357,2019-01-17,1.1398088932037354,252.441,21115.309,1.68,0.0,0.0
2358,2019-01-18,1.13926362991333,252.441,21115.309,1.76,0.0,0.0
2359,2019-01-21,1.1365574598312378,252.441,21115.309,1.78,0.0,0.0
2360,2019-01-22,1.136932134628296,252.441,21115.309,1.82,0.0,0.0
2361,2019-01-23,1.1364023685455322,252.441,21115.309,1.83,0.0,0.0
2362,2019-01-24,1.1388224363327026,252.441,21115.309,1.81,0.0,0.0
2363,2019-01-25,1.1313496828079224,252.441,21115.309,1.83,0.0,0.0
2364,2019-01-28,1.1413049697875977,252.441,21115.309,1.81,0.0,0.0
2365,2019-01-29,1.143000841140747,252.441,21115.309,1.81,0.0,0.0
2366,2019-01-30,1.1435366868972778,252.441,21115.309,1.82,0.0,0.0
2367,2019-01-31,1.1487650871276855,252.441,21115.309,1.79,0.0,0.0
2368,2019-02-01,1.1449507474899292,252.441,21115.309,1.83,0.0,0.0
2369,2019-02-04,1.1455278396606445,252.441,21115.309,1.83,0.0,0.0
2370,2019-02-05,1.1436283588409424,252.441,21115.309,1.79,0.0,0.0
2371,2019-02-06,1.140992522239685,252.441,21115.309,1.8,0.0,0.0
2372,2019-02-07,1.1365960836410522,252.441,21115.309,1.77,0.0,0.0
2373,2019-02-08,1.1338768005371094,252.441,21115.309,1.79,0.0,0.0
2374,2019-02-11,1.1324259042739868,252.441,21115.309,1.78,0.0,0.0
